local_time,location_name,region,country,lat,lon,tz_id,localtime_epoch,last_updated_epoch,last_updated,temp_c,temp_f,is_day,condition_text,condition_icon,condition_code,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,vis_km,vis_miles,uv,gust_mph,gust_kph,co,no2,o3,so2,pm2_5,pm10,us_epa_index,gb_defra_index,open,high,low,close,volume
2025-01-22 14:00:00,New York,New York,United States of America,40.7142,-74.0064,America/New_York,1737575714,1737575100,2025-01-22 14:45:00,-7.2,19.0,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,5.4,8.6,334,NNW,1033.0,30.51,0.0,0.0,30,0,-11.4,11.4,-8.5,16.8,-4.1,24.6,-14.0,6.7,16.0,9.0,1.1,6.4,10.4,1237.65,109.335,16.0,22.015,68.265,71.78,4,9,223.65,224.4,223.14,224.26,230657
2025-01-22 15:00:00,New York,New York,United States of America,40.7142,-74.0064,America/New_York,1737578358,1737577800,2025-01-22 15:30:00,-7.2,19.0,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4.0,6.5,319,NW,1033.0,30.49,0.0,0.0,30,0,-10.5,13.0,-7.4,18.7,-3.8,25.2,-14.2,6.5,16.0,9.0,0.5,4.9,7.8,1487.4,136.16,0.0,27.195,77.7,81.215,4,10,224.23,224.23,222.5,223.22,949129
