time,date,temp_c,is_day,wind_mph,wind_degree,wind_dir,pressure_mb,precip_mm,snow_cm,humidity,cloud,feelslike_c,windchill_c,heatindex_c,dewpoint_c,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_miles,gust_mph,uv
2024-10-25 22:00:00,2024-10-25,11.6,0,8.7,195,SSW,1022.0,0.0,0.0,48,58,9.7,9.7,11.6,3.4,0,0,0,0,6.0,12.4,0.0
2024-10-25 21:00:00,2024-10-25,14.4,0,9.6,187,S,1022.0,0.0,0.0,52,63,13.3,13.3,14.4,4.7,0,0,0,0,6.0,13.9,0.0
2024-10-25 20:00:00,2024-10-25,14.3,0,10.3,166,SSE,1022.0,0.0,0.0,54,30,13.2,13.2,14.3,5.2,0,0,0,0,6.0,14.2,0.0
2024-10-25 19:00:00,2024-10-25,14.3,0,9.6,162,SSE,1023.0,0.0,0.0,51,15,13.3,13.3,14.3,3.9,0,0,0,0,6.0,12.8,0.0
2024-10-25 18:00:00,2024-10-25,14.3,1,8.3,162,SSE,1023.0,0.0,0.0,43,2,13.5,13.5,14.3,1.7,0,0,0,0,6.0,10.9,4.0
2024-10-25 17:00:00,2024-10-25,14.7,1,7.8,170,S,1023.0,0.0,0.0,36,3,14.3,14.3,14.7,0.1,0,0,0,0,6.0,9.6,4.0
2024-10-25 16:00:00,2024-10-25,15.3,1,7.4,173,S,1023.0,0.0,0.0,32,35,15.3,15.3,15.3,-1.1,0,0,0,0,6.0,8.5,5.0
2024-10-25 15:00:00,2024-10-25,15.5,1,6.9,178,S,1023.0,0.0,0.0,30,7,15.5,15.5,15.5,-1.8,0,0,0,0,6.0,8.0,5.0
2024-10-25 14:00:00,2024-10-25,15.3,1,7.2,181,S,1020.0,0.0,0.0,41,0,15.3,15.3,15.3,3.1,0,0,0,0,6.0,8.2,5.0
2024-10-25 13:00:00,2024-10-25,15.2,1,5.8,188,S,1020.0,0.0,0.0,44,0,15.1,15.1,15.2,3.1,0,0,0,0,6.0,6.7,5.0
2024-10-25 12:00:00,2024-10-25,14.1,1,2.7,198,SSW,1021.0,0.0,0.0,47,0,13.9,13.9,14.1,3.1,0,0,0,0,6.0,3.1,4.0
2024-10-25 11:00:00,2024-10-25,12.7,1,0.4,44,NE,1022.0,0.0,0.0,52,0,12.4,12.4,12.7,3.1,0,0,0,0,6.0,0.5,4.0
2024-10-25 23:00:00,2024-10-25,12.9,0,8.1,199,SSW,1019.0,0.0,0.0,63,0,11.5,11.5,12.9,2.2,0,0,0,0,6.0,11.5,0.0
2024-10-25 09:00:00,2024-10-25,9.5,1,4.0,15,NNE,1022.0,0.0,0.0,60,12,8.1,8.1,9.5,1.9,0,0,0,0,6.0,5.1,3.0
2024-10-25 08:00:00,2024-10-25,7.9,1,4.9,11,NNE,1021.0,0.0,0.0,67,24,5.9,5.9,7.9,0.8,0,0,0,0,6.0,6.8,3.0
2024-10-25 07:00:00,2024-10-25,6.4,0,5.4,10,N,1021.0,0.0,0.0,68,26,3.7,3.7,6.4,0.8,0,0,0,0,6.0,7.5,0.0
2024-10-25 06:00:00,2024-10-25,6.4,0,5.8,14,NNE,1021.0,0.0,0.0,68,27,3.7,3.7,6.4,0.9,0,0,0,0,6.0,8.1,0.0
2024-10-25 05:00:00,2024-10-25,6.5,0,6.0,14,NNE,1020.0,0.0,0.0,69,31,3.7,3.7,6.5,1.0,0,0,0,0,6.0,8.5,0.0
2024-10-25 04:00:00,2024-10-25,6.6,0,5.8,15,NNE,1020.0,0.0,0.0,68,23,3.8,3.8,6.6,1.1,0,0,0,0,6.0,8.2,0.0
2024-10-25 03:00:00,2024-10-25,7.0,0,5.6,14,NNE,1019.0,0.0,0.0,68,16,4.1,4.1,7.0,1.2,0,0,0,0,6.0,7.9,0.0
2024-10-25 02:00:00,2024-10-25,7.5,0,5.4,17,NNE,1019.0,0.0,0.0,66,0,4.6,4.6,7.5,1.4,0,0,0,0,6.0,7.6,0.0
2024-10-25 01:00:00,2024-10-25,8.2,0,5.1,13,NNE,1019.0,0.0,0.0,65,0,5.4,5.4,8.2,1.6,0,0,0,0,6.0,7.2,0.0
2024-10-25 00:00:00,2024-10-25,9.1,0,6.0,356,N,1019.0,0.0,0.0,65,0,6.6,6.6,9.1,1.8,0,0,0,0,6.0,8.4,0.0
2024-10-25 10:00:00,2024-10-25,11.0,1,2.5,22,NNE,1022.0,0.0,0.0,56,6,10.3,10.3,11.0,2.5,0,0,0,0,6.0,2.9,4.0
2024-10-26 16:00:00,2024-10-26,18.5,1,15.9,319,NW,1018.0,0.0,0.0,37,0,18.5,18.5,18.5,4.3,0,0,0,0,6.0,19.2,5.0
2024-10-26 17:00:00,2024-10-26,17.3,1,14.5,322,NW,1019.0,0.0,0.0,38,0,17.3,17.3,17.3,3.9,0,0,0,0,6.0,18.3,5.0
2024-10-26 18:00:00,2024-10-26,15.9,0,16.8,330,NNW,1020.0,0.0,0.0,44,0,15.0,15.0,15.9,3.8,0,0,0,0,6.0,21.5,0.0
2024-10-26 19:00:00,2024-10-26,14.8,0,15.9,331,NNW,1022.0,0.0,0.0,41,17,13.4,13.4,14.8,1.4,0,0,0,0,6.0,20.5,0.0
2024-10-26 00:00:00,2024-10-26,13.3,0,7.6,208,SSW,1021.0,0.0,0.0,44,22,12.1,12.1,13.3,2.2,0,45,0,0,6.0,10.8,0.0
2024-10-26 21:00:00,2024-10-26,13.0,0,14.1,328,NNW,1024.0,0.0,0.0,47,18,11.0,11.0,13.0,1.8,0,0,0,0,6.0,19.1,0.0
2024-10-26 22:00:00,2024-10-26,12.3,0,13.4,331,NNW,1025.0,0.0,0.0,44,0,10.2,10.2,12.2,0.5,0,0,0,0,6.0,18.1,0.0
2024-10-26 23:00:00,2024-10-26,11.7,0,11.9,333,NNW,1025.0,0.0,0.0,43,0,9.7,9.7,11.7,-0.7,0,0,0,0,6.0,16.2,0.0
2024-10-26 15:00:00,2024-10-26,18.8,1,14.5,318,NW,1017.0,0.0,0.0,46,7,18.8,18.8,18.8,7.0,0,0,0,0,6.0,16.9,5.0
2024-10-26 20:00:00,2024-10-26,13.9,0,14.5,328,NNW,1023.0,0.0,0.0,43,89,12.1,12.1,13.9,1.5,0,0,0,0,6.0,18.9,0.0
2024-10-26 14:00:00,2024-10-26,18.4,1,14.8,318,NW,1017.0,0.0,0.0,55,57,18.4,18.4,18.4,9.3,0,0,0,0,6.0,18.3,5.0
2024-10-26 13:00:00,2024-10-26,18.1,1,13.0,312,NW,1017.0,0.0,0.0,61,100,18.0,18.0,18.1,10.8,0,0,0,0,6.0,16.1,4.0
2024-10-26 12:00:00,2024-10-26,17.5,1,11.0,309,NW,1017.0,0.0,0.0,65,100,17.4,17.4,17.5,11.3,0,0,0,0,6.0,13.6,4.0
2024-10-26 01:00:00,2024-10-26,13.4,0,7.6,200,SSW,1020.0,0.0,0.0,47,23,12.3,12.3,13.4,2.5,0,0,0,0,6.0,11.3,0.0
2024-10-26 03:00:00,2024-10-26,13.3,0,7.6,198,SSW,1019.0,0.05,0.0,58,72,12.3,12.3,13.3,5.4,0,45,0,0,6.0,11.5,0.0
2024-10-26 04:00:00,2024-10-26,13.3,0,7.6,198,SSW,1018.0,0.0,0.0,62,46,12.3,12.3,13.3,6.2,0,45,0,0,6.0,11.5,0.0
2024-10-26 05:00:00,2024-10-26,13.2,0,7.4,203,SSW,1018.0,0.03,0.0,66,73,12.3,12.3,13.3,6.9,0,45,0,0,6.0,11.1,0.0
2024-10-26 06:00:00,2024-10-26,13.2,0,6.7,209,SSW,1018.0,0.15,0.0,70,88,12.3,12.3,13.2,8.0,1,100,0,0,6.0,9.9,0.0
2024-10-26 02:00:00,2024-10-26,13.4,0,7.6,197,SSW,1020.0,0.0,0.0,53,20,12.4,12.4,13.4,4.1,0,0,0,0,6.0,11.5,0.0
2024-10-26 08:00:00,2024-10-26,13.4,1,6.5,235,SW,1017.0,0.21,0.0,76,91,12.5,12.5,13.4,9.2,1,100,0,0,6.0,9.1,3.0
2024-10-26 09:00:00,2024-10-26,14.0,1,7.4,244,WSW,1018.0,0.16,0.0,75,86,13.1,13.1,14.0,9.2,1,100,0,0,6.0,10.1,3.0
2024-10-26 10:00:00,2024-10-26,15.0,1,7.6,256,WSW,1017.0,0.25,0.0,73,68,14.6,14.6,15.0,9.7,1,100,0,0,6.0,9.9,3.0
2024-10-26 11:00:00,2024-10-26,16.5,1,8.5,281,WNW,1017.0,0.03,0.0,70,100,16.3,16.3,16.5,10.6,0,45,0,0,6.0,10.9,4.0
2024-10-26 07:00:00,2024-10-26,13.2,0,7.2,212,SSW,1017.0,0.4,0.0,76,58,12.4,12.4,13.2,9.0,1,100,0,0,6.0,10.4,0.0
2024-10-27 15:00:00,2024-10-27,13.0,1,10.1,335,NNW,1029.0,0.0,0.0,20,0,11.4,11.4,13.0,-9.5,0,0,0,0,6.0,12.1,4.0
2024-10-27 23:00:00,2024-10-27,10.1,0,5.8,344,NNW,1032.0,0.0,0.0,36,3,8.8,8.8,10.1,-4.4,0,0,0,0,6.0,8.1,0.0
2024-10-27 22:00:00,2024-10-27,10.6,0,6.5,346,NNW,1032.0,0.0,0.0,34,2,9.3,9.3,10.6,-4.8,0,0,0,0,6.0,8.9,0.0
2024-10-27 21:00:00,2024-10-27,11.1,0,6.9,349,N,1031.0,0.0,0.0,32,1,9.8,9.8,11.1,-5.2,0,0,0,0,6.0,9.6,0.0
2024-10-27 20:00:00,2024-10-27,11.6,0,7.6,352,N,1031.0,0.0,0.0,29,0,10.2,10.2,11.6,-5.5,0,0,0,0,6.0,10.4,0.0
2024-10-27 19:00:00,2024-10-27,12.1,0,8.9,347,NNW,1030.0,0.0,0.0,27,0,10.7,10.7,12.1,-6.4,0,0,0,0,6.0,11.9,0.0
2024-10-27 18:00:00,2024-10-27,12.6,0,10.3,342,NNW,1029.0,0.0,0.0,24,0,11.1,11.1,12.6,-7.3,0,0,0,0,6.0,13.0,0.0
2024-10-27 17:00:00,2024-10-27,13.0,1,11.6,337,NNW,1029.0,0.0,0.0,21,0,11.5,11.5,13.0,-8.3,0,0,0,0,6.0,14.4,4.0
2024-10-27 16:00:00,2024-10-27,13.2,1,11.0,336,NNW,1029.0,0.0,0.0,20,0,11.6,11.6,13.2,-8.9,0,0,0,0,6.0,13.2,4.0
2024-10-27 14:00:00,2024-10-27,12.6,1,9.4,334,NNW,1029.0,0.0,0.0,19,0,11.0,11.0,12.6,-10.1,0,0,0,0,6.0,10.8,4.0
2024-10-27 13:00:00,2024-10-27,12.1,1,9.6,335,NNW,1029.0,0.0,0.0,22,0,10.4,10.4,12.1,-9.4,0,0,0,0,6.0,11.0,4.0
2024-10-27 01:00:00,2024-10-27,10.9,0,9.6,326,NNW,1025.0,0.0,0.0,43,2,8.9,8.9,10.9,-1.0,0,0,0,0,6.0,13.6,0.0
2024-10-27 00:00:00,2024-10-27,11.3,0,10.5,332,NNW,1025.0,0.0,0.0,43,0,9.3,9.3,11.3,-1.0,0,0,0,0,6.0,14.7,0.0
2024-10-27 02:00:00,2024-10-27,10.5,0,9.8,318,NW,1026.0,0.0,0.0,46,6,8.3,8.3,10.5,-0.5,0,0,0,0,6.0,13.9,0.0
2024-10-27 03:00:00,2024-10-27,10.1,0,10.3,320,NW,1026.0,0.0,0.0,49,37,7.8,7.8,10.1,-0.2,0,0,0,0,6.0,14.1,0.0
2024-10-27 04:00:00,2024-10-27,9.7,0,10.5,322,NW,1027.0,0.0,0.0,51,68,7.2,7.2,9.7,0.0,0,0,0,0,6.0,14.5,0.0
2024-10-27 05:00:00,2024-10-27,9.2,0,11.0,324,NW,1027.0,0.0,0.0,53,100,6.6,6.6,9.2,0.2,0,0,0,0,6.0,14.8,0.0
2024-10-27 12:00:00,2024-10-27,11.0,1,9.6,335,NNW,1030.0,0.0,0.0,25,0,9.1,9.1,11.0,-8.7,0,0,0,0,6.0,11.2,4.0
2024-10-27 07:00:00,2024-10-27,8.1,0,11.4,328,NNW,1029.0,0.0,0.0,50,38,5.1,5.1,8.1,-1.7,0,0,0,0,6.0,15.2,0.0
2024-10-27 08:00:00,2024-10-27,8.2,1,11.6,330,NNW,1030.0,0.0,0.0,48,7,5.3,5.3,8.2,-2.6,0,0,0,0,6.0,15.3,3.0
2024-10-27 09:00:00,2024-10-27,8.6,1,11.0,332,NNW,1030.0,0.0,0.0,41,5,5.9,5.9,8.6,-4.4,0,0,0,0,6.0,13.9,3.0
2024-10-27 10:00:00,2024-10-27,9.2,1,10.5,334,NNW,1031.0,0.0,0.0,34,2,6.7,6.7,9.2,-6.2,0,0,0,0,6.0,12.5,3.0
2024-10-27 11:00:00,2024-10-27,10.0,1,9.8,335,NNW,1031.0,0.0,0.0,27,0,7.8,7.8,10.0,-8.1,0,0,0,0,6.0,11.3,4.0
2024-10-27 06:00:00,2024-10-27,8.6,0,11.2,326,NNW,1028.0,0.0,0.0,52,69,5.9,5.9,8.6,-0.7,0,0,0,0,6.0,15.0,0.0
2024-10-28 15:00:00,2024-10-28,17.8,1,5.8,148,SSE,1030.0,0.0,0.0,32,1,17.8,17.8,17.8,1.3,0,0,0,0,6.0,6.7,5.0
2024-10-28 16:00:00,2024-10-28,17.8,1,8.1,159,SSE,1030.0,0.0,0.0,33,0,17.8,17.8,17.8,1.5,0,0,0,0,6.0,9.3,5.0
2024-10-28 17:00:00,2024-10-28,16.6,1,8.7,160,SSE,1030.0,0.0,0.0,34,0,16.4,16.4,16.6,1.7,0,0,0,0,6.0,10.6,5.0
2024-10-28 18:00:00,2024-10-28,15.4,0,8.5,152,SSE,1030.0,0.0,0.0,43,0,15.0,15.0,15.4,2.4,0,0,0,0,6.0,11.1,0.0
2024-10-28 20:00:00,2024-10-28,13.3,0,8.5,142,SE,1031.0,0.0,0.0,51,0,12.7,12.7,13.3,3.2,0,0,0,0,6.0,11.7,0.0
2024-10-28 21:00:00,2024-10-28,12.8,0,7.8,146,SSE,1031.0,0.0,0.0,55,1,12.1,12.1,12.8,3.7,0,0,0,0,6.0,11.5,0.0
2024-10-28 22:00:00,2024-10-28,11.5,0,7.4,153,SSE,1031.0,0.0,0.0,57,1,11.0,11.0,11.5,4.0,0,0,0,0,6.0,11.1,0.0
2024-10-28 23:00:00,2024-10-28,11.6,0,6.7,159,SSE,1029.0,0.0,0.0,43,0,11.0,11.0,11.6,-1.8,0,0,0,0,6.0,10.4,0.0
2024-10-28 14:00:00,2024-10-28,17.6,1,4.3,123,ESE,1030.0,0.0,0.0,31,1,17.6,17.6,17.6,1.0,0,0,0,0,6.0,4.9,5.0
2024-10-28 19:00:00,2024-10-28,14.1,0,8.5,142,SE,1030.0,0.0,0.0,47,0,13.6,13.6,14.1,2.8,0,0,0,0,6.0,11.4,0.0
2024-10-28 12:00:00,2024-10-28,15.5,1,4.9,60,ENE,1031.0,0.0,0.0,35,16,15.6,15.6,15.5,0.3,0,0,0,0,6.0,5.7,5.0
2024-10-28 09:00:00,2024-10-28,10.6,1,5.4,356,N,1031.0,0.0,0.0,47,16,10.3,10.3,10.6,-0.5,0,0,0,0,6.0,7.3,4.0
2024-10-28 11:00:00,2024-10-28,13.9,1,5.6,39,NE,1031.0,0.0,0.0,39,31,13.9,13.9,13.9,-0.3,0,0,0,0,6.0,6.6,4.0
2024-10-28 10:00:00,2024-10-28,12.0,1,6.0,16,NNE,1031.0,0.0,0.0,43,23,11.9,11.9,12.0,-0.4,0,0,0,0,6.0,7.5,4.0
2024-10-28 08:00:00,2024-10-28,9.2,1,4.0,348,NNW,1030.0,0.0,0.0,55,0,8.7,8.7,9.2,-0.7,0,0,0,0,6.0,6.2,3.0
2024-10-28 07:00:00,2024-10-28,7.9,0,3.8,343,NNW,1030.0,0.0,0.0,54,0,7.2,7.2,7.9,-0.8,0,0,0,0,6.0,6.0,0.0
2024-10-28 06:00:00,2024-10-28,8.0,0,4.0,325,NW,1030.0,0.0,0.0,53,0,7.4,7.4,8.0,-0.9,0,0,0,0,6.0,6.3,0.0
2024-10-28 05:00:00,2024-10-28,8.2,0,4.0,312,NW,1029.0,0.0,0.0,52,0,7.7,7.7,8.2,-1.1,0,0,0,0,6.0,6.1,0.0
2024-10-28 04:00:00,2024-10-28,8.5,0,4.7,304,NW,1029.0,0.0,0.0,51,0,8.0,8.0,8.5,-1.2,0,0,0,0,6.0,7.1,0.0
2024-10-28 03:00:00,2024-10-28,8.7,0,4.5,291,WNW,1029.0,0.0,0.0,50,0,8.4,8.4,8.7,-1.3,0,0,0,0,6.0,7.0,0.0
2024-10-28 02:00:00,2024-10-28,9.0,0,4.3,277,W,1028.0,0.0,0.0,48,0,8.7,8.7,9.0,-1.5,0,0,0,0,6.0,6.7,0.0
2024-10-28 01:00:00,2024-10-28,9.4,0,4.3,269,W,1029.0,0.0,0.0,46,0,9.2,9.2,9.4,-1.5,0,0,0,0,6.0,6.8,0.0
2024-10-28 00:00:00,2024-10-28,9.9,0,3.8,272,W,1029.0,0.0,0.0,45,0,9.6,9.6,9.9,-1.6,0,0,0,0,6.0,6.0,0.0
2024-10-28 13:00:00,2024-10-28,17.0,1,4.0,84,E,1030.0,0.0,0.0,33,9,17.0,17.0,17.0,0.7,0,0,0,0,6.0,4.6,5.0
2024-10-29 15:00:00,2024-10-29,14.6,1,13.9,158,SSE,1032.0,0.0,0.0,67,93,14.3,14.3,14.6,8.5,0,0,0,0,6.0,16.3,3.0
2024-10-29 16:00:00,2024-10-29,14.2,1,14.5,159,SSE,1032.0,0.0,0.0,72,96,13.8,13.8,14.2,9.1,0,0,0,0,6.0,18.1,3.0
2024-10-29 17:00:00,2024-10-29,14.0,1,14.1,159,SSE,1032.0,0.0,0.0,76,98,13.6,13.6,14.0,9.8,0,0,0,0,6.0,18.6,3.0
2024-10-29 18:00:00,2024-10-29,13.8,0,14.1,166,SSE,1032.0,0.0,0.0,80,87,13.5,13.5,13.8,10.3,0,0,0,0,6.0,19.8,0.0
2024-10-29 14:00:00,2024-10-29,14.9,1,12.5,162,SSE,1032.0,0.0,0.0,57,88,14.7,14.7,14.9,7.1,0,0,0,0,6.0,14.4,3.0
2024-10-29 20:00:00,2024-10-29,13.5,0,12.5,179,S,1032.0,0.0,0.0,84,76,13.6,13.6,13.5,10.9,0,0,0,0,6.0,17.9,0.0
2024-10-29 21:00:00,2024-10-29,13.4,0,11.2,184,S,1032.0,0.0,0.0,86,71,13.8,13.8,13.4,11.1,0,0,0,0,6.0,16.7,0.0
2024-10-29 22:00:00,2024-10-29,12.5,0,10.3,193,SSW,1032.0,0.0,0.0,87,69,12.5,12.5,12.5,11.2,0,0,0,0,6.0,15.6,0.0
2024-10-29 23:00:00,2024-10-29,12.8,0,9.2,195,SSW,1031.0,0.0,0.0,59,15,13.0,13.0,12.8,3.8,0,0,0,0,6.0,13.8,0.0
2024-10-29 19:00:00,2024-10-29,13.6,0,12.5,175,S,1032.0,0.0,0.0,82,82,13.5,13.5,13.6,10.6,0,0,0,0,6.0,17.9,0.0
2024-10-29 13:00:00,2024-10-29,15.1,1,10.7,164,SSE,1032.0,0.0,0.0,58,83,15.0,15.0,15.1,7.0,0,0,0,0,6.0,12.3,4.0
2024-10-29 07:00:00,2024-10-29,10.7,0,2.5,241,WSW,1032.0,0.0,0.0,73,43,11.0,11.0,10.7,6.1,0,0,0,0,6.0,4.3,0.0
2024-10-29 11:00:00,2024-10-29,14.1,1,7.6,179,S,1033.0,0.0,0.0,60,70,13.9,13.9,14.1,6.7,0,0,0,0,6.0,9.6,3.0
2024-10-29 00:00:00,2024-10-29,11.2,0,5.6,156,SSE,1032.0,0.0,0.0,64,24,10.9,10.9,11.2,4.3,0,0,0,0,6.0,9.2,0.0
2024-10-29 12:00:00,2024-10-29,14.6,1,9.6,177,S,1032.0,0.0,0.0,59,79,14.5,14.5,14.6,6.9,0,0,0,0,6.0,11.1,3.0
2024-10-29 02:00:00,2024-10-29,10.7,0,4.5,177,S,1032.0,0.0,0.0,68,34,10.5,10.5,10.7,4.9,0,0,0,0,6.0,7.7,0.0
2024-10-29 03:00:00,2024-10-29,10.7,0,3.8,199,SSW,1032.0,0.0,0.0,69,34,10.6,10.6,10.7,5.3,0,0,0,0,6.0,6.6,0.0
2024-10-29 04:00:00,2024-10-29,10.8,0,3.6,223,SW,1032.0,0.0,0.0,70,35,10.7,10.7,10.8,5.5,0,0,0,0,6.0,6.2,0.0
2024-10-29 01:00:00,2024-10-29,10.8,0,4.9,165,SSE,1032.0,0.0,0.0,66,29,10.5,10.5,10.8,4.6,0,0,0,0,6.0,8.3,0.0
2024-10-29 06:00:00,2024-10-29,10.7,0,2.7,227,SW,1032.0,0.0,0.0,72,40,10.9,10.9,10.7,6.0,0,0,0,0,6.0,4.6,0.0
2024-10-29 08:00:00,2024-10-29,11.5,1,2.2,235,SW,1033.0,0.0,0.0,74,45,11.7,11.7,11.5,6.3,0,0,0,0,6.0,3.8,4.0
2024-10-29 10:00:00,2024-10-29,13.3,1,4.5,193,SSW,1033.0,0.0,0.0,64,64,13.2,13.2,13.3,6.6,0,0,0,0,6.0,5.9,4.0
2024-10-29 05:00:00,2024-10-29,10.8,0,2.2,227,SW,1032.0,0.0,0.0,70,35,10.9,10.9,10.8,5.7,0,0,0,0,6.0,3.8,0.0
2024-10-29 09:00:00,2024-10-29,12.4,1,2.2,204,SSW,1033.0,0.0,0.0,67,58,12.5,12.5,12.4,6.5,0,0,0,0,6.0,3.2,4.0
2024-10-30 23:00:00,2024-10-30,16.4,0,5.4,228,SW,1029.0,0.0,0.0,93,100,16.4,16.4,16.4,14.6,0,0,0,0,6.0,10.7,0.0
2024-10-30 22:00:00,2024-10-30,16.5,0,5.8,229,SW,1025.0,0.0,0.0,75,41,16.5,16.5,16.5,12.7,0,0,0,0,6.0,11.2,0.0
2024-10-30 21:00:00,2024-10-30,17.2,0,6.3,231,SW,1025.0,0.0,0.0,76,53,17.2,17.2,17.2,12.9,0,0,0,0,6.0,11.7,0.0
2024-10-30 20:00:00,2024-10-30,17.3,0,6.7,227,SW,1025.0,0.0,0.0,78,79,17.3,17.3,17.3,13.1,0,0,0,0,6.0,12.4,0.0
2024-10-30 19:00:00,2024-10-30,17.4,0,6.7,227,SW,1025.0,0.0,0.0,75,83,17.4,17.4,17.4,12.9,0,0,0,0,6.0,12.3,0.0
2024-10-30 18:00:00,2024-10-30,17.7,0,6.9,226,SW,1025.0,0.0,0.0,73,88,17.7,17.7,17.7,12.7,0,0,0,0,6.0,12.5,0.0
2024-10-30 17:00:00,2024-10-30,18.1,1,7.2,224,SW,1025.0,0.0,0.0,68,97,18.1,18.1,18.1,12.4,0,0,0,0,6.0,11.7,4.0
2024-10-30 15:00:00,2024-10-30,18.6,1,8.3,234,SW,1026.0,0.0,0.0,66,99,18.5,18.5,18.6,12.1,0,0,0,0,6.0,11.4,4.0
2024-10-30 14:00:00,2024-10-30,18.6,1,8.5,235,SW,1026.0,0.0,0.0,63,100,18.6,18.6,18.6,11.8,0,0,0,0,6.0,11.2,4.0
2024-10-30 13:00:00,2024-10-30,18.5,1,8.3,232,SW,1027.0,0.0,0.0,64,75,18.5,18.5,18.5,11.8,0,0,0,0,6.0,10.4,4.0
2024-10-30 16:00:00,2024-10-30,18.5,1,7.8,231,SW,1026.0,0.0,0.0,67,98,18.5,18.5,18.5,12.2,0,0,0,0,6.0,11.4,4.0
2024-10-30 11:00:00,2024-10-30,17.6,1,8.5,231,SW,1028.0,0.0,0.0,68,1,17.5,17.5,17.6,12.1,0,0,0,0,6.0,10.6,5.0
2024-10-30 10:00:00,2024-10-30,16.8,1,7.8,232,SW,1029.0,0.0,0.0,74,1,16.6,16.6,16.8,12.0,0,0,0,0,6.0,10.3,5.0
2024-10-30 09:00:00,2024-10-30,15.5,1,6.9,225,SW,1029.0,0.0,0.0,80,1,15.2,15.2,15.5,11.9,0,0,0,0,6.0,10.0,5.0
2024-10-30 00:00:00,2024-10-30,15.5,0,5.6,182,S,1029.0,0.0,0.0,92,87,15.5,15.5,15.5,14.2,0,0,0,0,6.0,8.7,0.0
2024-10-30 08:00:00,2024-10-30,14.3,1,5.4,215,SW,1029.0,0.0,0.0,92,1,13.8,13.8,14.3,11.6,0,0,0,0,6.0,8.9,4.0
2024-10-30 07:00:00,2024-10-30,13.2,0,5.6,214,SW,1029.0,0.0,0.0,90,3,12.5,12.5,13.2,11.6,0,0,0,0,6.0,9.5,0.0
2024-10-30 06:00:00,2024-10-30,13.5,0,5.8,212,SSW,1029.0,0.0,0.0,89,6,12.9,12.9,13.5,11.6,0,0,0,0,6.0,9.8,0.0
2024-10-30 05:00:00,2024-10-30,13.9,0,5.8,213,SSW,1028.0,0.0,0.0,86,11,13.4,13.4,13.9,11.6,0,0,0,0,6.0,9.8,0.0
2024-10-30 04:00:00,2024-10-30,14.3,0,6.3,211,SSW,1028.0,0.0,0.0,87,27,13.9,13.9,14.3,12.2,0,0,0,0,6.0,10.5,0.0
2024-10-30 03:00:00,2024-10-30,14.6,0,6.0,204,SSW,1029.0,0.0,0.0,89,42,14.4,14.4,14.6,12.8,0,0,0,0,6.0,10.0,0.0
2024-10-30 02:00:00,2024-10-30,15.0,0,5.6,196,SSW,1029.0,0.0,0.0,92,74,14.8,14.8,15.0,13.9,0,0,0,0,6.0,9.2,0.0
2024-10-30 12:00:00,2024-10-30,18.1,1,8.1,234,SW,1027.0,0.0,0.0,66,51,18.1,18.1,18.1,11.9,0,0,0,0,6.0,9.7,4.0
2024-10-30 01:00:00,2024-10-30,15.4,0,5.1,186,S,1029.0,0.0,0.0,92,80,15.4,15.4,15.4,14.1,0,0,0,0,6.0,8.5,0.0
2024-10-31 15:00:00,2024-10-31,23.1,1,11.6,225,SW,1018.0,0.0,0.0,49,8,23.8,23.1,23.8,13.4,0,0,0,0,6.0,15.7,6.0
2024-10-31 16:00:00,2024-10-31,23.5,1,11.4,225,SW,1018.0,0.0,0.0,50,7,24.5,23.5,24.5,13.4,0,0,0,0,6.0,16.2,6.0
2024-10-31 17:00:00,2024-10-31,23.2,1,10.1,223,SW,1017.0,0.0,0.0,52,6,24.6,23.2,24.6,13.3,0,0,0,0,6.0,15.6,6.0
2024-10-31 23:00:00,2024-10-31,20.1,0,10.7,224,SW,1025.0,0.0,0.0,74,28,20.1,20.1,20.8,12.6,0,0,0,0,6.0,18.3,0.0
2024-10-31 19:00:00,2024-10-31,22.3,0,10.3,222,SW,1018.0,0.0,0.0,52,6,24.5,22.3,24.5,12.1,0,0,0,0,6.0,17.7,0.0
2024-10-31 20:00:00,2024-10-31,21.8,0,9.8,220,SW,1018.0,0.0,0.0,53,6,21.8,21.8,24.5,11.8,0,0,0,0,6.0,17.2,0.0
2024-10-31 21:00:00,2024-10-31,21.4,0,9.6,212,SSW,1017.0,0.0,0.0,54,5,21.4,21.4,24.4,11.7,0,0,0,0,6.0,17.0,0.0
2024-10-31 22:00:00,2024-10-31,19.4,0,10.1,216,SW,1017.0,0.0,0.0,55,10,19.4,19.4,20.9,11.6,0,0,0,0,6.0,17.6,0.0
2024-10-31 14:00:00,2024-10-31,21.6,1,10.7,230,SW,1022.0,0.0,0.0,65,9,21.5,21.5,22.1,13.5,0,0,0,0,6.0,14.0,6.0
2024-10-31 18:00:00,2024-10-31,22.8,0,10.3,221,SW,1017.0,0.0,0.0,52,5,24.6,22.8,24.6,12.6,0,0,0,0,6.0,17.6,0.0
2024-10-31 13:00:00,2024-10-31,18.6,1,10.1,235,SW,1023.0,0.0,0.0,72,28,18.4,18.4,18.6,13.3,0,0,0,0,6.0,13.0,4.0
2024-10-31 10:00:00,2024-10-31,13.4,1,9.6,234,SW,1024.0,0.0,0.0,95,90,12.8,12.8,13.4,12.6,0,0,0,0,6.0,12.6,3.0
