time_epoch,time,temp_c,temp_f,is_day,condition,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,snow_cm,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv,condition_text,condition_icon,condition_code,date
1740027600,2025-02-20 00:00,-5.4,22.3,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",8.1,13.1,322,NW,1023.0,30.2,0.0,0.0,0.0,74,100,-10.6,12.9,-10.6,12.9,-5.4,22.3,-9.4,15.2,0,0,0,0,10.0,6.0,13.9,22.4,0.0,,,0,2025-02-20
1740031200,2025-02-20 01:00,-5.8,21.5,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",8.5,13.7,331,NNW,1022.0,30.19,0.0,0.0,0.0,76,99,-11.3,11.7,-11.3,11.7,-5.8,21.5,-9.4,15.0,0,0,0,0,10.0,6.0,14.5,23.3,0.0,,,0,2025-02-20
1740034800,2025-02-20 02:00,-6.1,21.0,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",9.4,15.1,337,NNW,1022.0,30.18,0.0,0.0,0.0,78,99,-12.0,10.4,-12.0,10.4,-6.1,21.0,-9.5,14.8,0,0,0,0,10.0,6.0,12.5,20.1,0.0,,,0,2025-02-20
1740038400,2025-02-20 03:00,-6.3,20.7,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",8.1,13.0,339,NNW,1020.0,30.12,0.0,0.0,0.0,77,100,-11.7,11.0,-11.7,11.0,-6.3,20.7,-9.7,14.5,0,0,0,0,10.0,6.0,10.8,17.3,0.0,,,0,2025-02-20
1740042000,2025-02-20 04:00,-6.4,20.5,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",8.9,14.4,346,NNW,1019.0,30.09,0.0,0.0,0.0,77,100,-12.2,10.1,-12.2,10.1,-6.4,20.5,-9.8,14.3,0,0,0,0,10.0,6.0,11.9,19.2,0.0,,,0,2025-02-20
1740045600,2025-02-20 05:00,-6.5,20.3,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",3.8,6.1,3,N,1018.0,30.06,0.0,0.0,0.0,76,100,-9.6,14.8,-9.6,14.8,-6.5,20.3,-9.9,14.1,0,0,0,0,10.0,6.0,8.3,13.4,0.0,,,0,2025-02-20
1740049200,2025-02-20 06:00,-6.6,20.2,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",3.4,5.4,16,NNE,1018.0,30.05,0.0,0.0,0.0,76,100,-9.3,15.3,-9.3,15.3,-6.6,20.2,-10.2,13.7,0,0,0,0,10.0,6.0,7.9,12.7,0.0,,,0,2025-02-20
1740052800,2025-02-20 07:00,-6.6,20.1,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",5.6,9.0,21,NNE,1017.0,30.04,0.0,0.0,0.0,75,100,-10.9,12.4,-10.9,12.4,-6.6,20.1,-10.3,13.5,0,0,0,0,10.0,6.0,7.8,12.5,1.0,,,0,2025-02-20
1740056400,2025-02-20 08:00,-6.6,20.1,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",7.2,11.5,15,NNE,1017.0,30.04,0.0,0.0,0.0,75,100,-11.7,11.0,-11.7,11.0,-6.6,20.1,-10.4,13.3,0,0,0,0,10.0,6.0,9.8,15.8,1.0,,,0,2025-02-20
1740060000,2025-02-20 09:00,-6.6,20.1,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",7.6,12.2,7,N,1016.0,30.01,0.0,0.0,0.0,81,100,-11.8,10.7,-11.8,10.7,-6.6,20.1,-9.4,15.2,0,0,0,0,10.0,6.0,13.0,21.0,1.0,,,0,2025-02-20
1740063600,2025-02-20 10:00,-5.3,22.4,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",7.6,12.2,354,N,1016.0,30.0,0.0,0.0,0.0,84,100,-10.3,13.4,-10.3,13.4,-5.3,22.4,-8.9,16.1,0,0,0,0,10.0,6.0,13.7,22.0,1.0,,,0,2025-02-20
1740067200,2025-02-20 11:00,-4.4,24.1,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",7.6,12.2,344,NNW,1015.0,29.98,0.0,0.0,0.0,87,100,-9.2,15.5,-9.2,15.5,-4.4,24.1,-8.3,17.0,0,0,0,0,10.0,6.0,16.1,25.8,1.0,,,0,2025-02-20
1740070800,2025-02-20 12:00,-2.3,27.9,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",8.9,14.4,346,NNW,1014.0,29.94,0.0,0.0,0.0,88,100,-7.1,19.3,-7.1,19.3,-2.3,27.9,-7.6,18.2,0,0,0,0,10.0,6.0,17.9,28.8,1.0,,,0,2025-02-20
1740074400,2025-02-20 13:00,-2.4,27.7,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",8.7,14.0,318,NW,1013.0,29.92,0.0,0.0,0.0,89,100,-7.2,19.1,-7.2,19.1,-2.4,27.7,-7.3,18.9,0,0,0,0,10.0,6.0,17.6,28.4,1.0,,,0,2025-02-20
1740078000,2025-02-20 14:00,-2.5,27.5,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",8.9,14.4,330,NNW,1013.0,29.9,0.0,0.0,0.0,89,100,-7.4,18.7,-7.4,18.7,-2.5,27.5,-7.0,19.5,0,0,0,0,10.0,6.0,17.2,27.7,1.0,,,0,2025-02-20
1740081600,2025-02-20 15:00,-3.8,25.2,1,"{'text': 'Light freezing rain', 'icon': '//cdn.weatherapi.com/weather/64x64/day/311.png', 'code': 1198}",7.8,12.6,320,NW,1011.0,29.87,0.1,0.0,0.0,90,100,-8.5,16.7,-8.5,16.7,-3.8,25.2,-6.7,19.9,1,100,0,0,10.0,6.0,18.6,30.0,1.0,,,0,2025-02-20
1740085200,2025-02-20 16:00,-4.1,24.6,1,"{'text': 'Light freezing rain', 'icon': '//cdn.weatherapi.com/weather/64x64/day/311.png', 'code': 1198}",8.9,14.4,336,NNW,1011.0,29.85,0.1,0.0,0.0,90,100,-9.4,15.2,-9.4,15.2,-4.1,24.6,-6.6,20.1,1,100,0,0,10.0,6.0,20.0,32.2,1.0,,,0,2025-02-20
1740088800,2025-02-20 17:00,-5.1,22.9,1,"{'text': 'Light freezing rain', 'icon': '//cdn.weatherapi.com/weather/64x64/day/311.png', 'code': 1198}",10.7,17.3,314,NW,1011.0,29.86,0.1,0.0,0.0,91,100,-11.2,11.9,-11.2,11.9,-5.1,22.9,-6.5,20.3,1,100,0,0,5.0,3.0,21.4,34.5,1.0,,,0,2025-02-20
1740092400,2025-02-20 18:00,-4.9,23.2,0,"{'text': 'Light freezing rain', 'icon': '//cdn.weatherapi.com/weather/64x64/night/311.png', 'code': 1198}",12.3,19.8,308,NW,1012.0,29.88,0.1,0.0,0.0,91,100,-11.4,11.6,-11.4,11.6,-4.9,23.2,-6.0,21.1,1,100,0,0,5.0,3.0,19.9,32.1,0.0,,,0,2025-02-20
1740096000,2025-02-20 19:00,-4.7,23.6,0,"{'text': 'Light freezing rain', 'icon': '//cdn.weatherapi.com/weather/64x64/night/311.png', 'code': 1198}",13.4,21.6,312,NW,1013.0,29.91,0.1,0.0,0.0,92,100,-11.4,11.4,-11.4,11.4,-4.7,23.6,-5.8,21.5,1,100,0,0,2.0,1.0,20.9,33.6,0.0,,,0,2025-02-20
1740099600,2025-02-20 20:00,-4.5,23.9,0,"{'text': 'Light freezing rain', 'icon': '//cdn.weatherapi.com/weather/64x64/night/311.png', 'code': 1198}",12.5,20.2,321,NW,1013.0,29.9,0.2,0.01,0.0,92,100,-10.9,12.3,-10.9,12.3,-4.5,23.9,-5.6,21.9,1,100,0,0,5.0,3.0,18.9,30.5,0.0,,,0,2025-02-20
1740103200,2025-02-20 21:00,-4.3,24.2,0,"{'text': 'Light freezing rain', 'icon': '//cdn.weatherapi.com/weather/64x64/night/311.png', 'code': 1198}",14.3,23.0,319,NW,1013.0,29.92,0.1,0.0,0.0,90,100,-11.2,11.8,-11.2,11.8,-4.3,24.2,-5.7,21.7,1,100,0,0,10.0,6.0,20.9,33.6,0.0,,,0,2025-02-20
1740106800,2025-02-20 22:00,-4.5,23.9,0,"{'text': 'Light freezing rain', 'icon': '//cdn.weatherapi.com/weather/64x64/night/311.png', 'code': 1198}",13.9,22.3,317,NW,1014.0,29.94,0.1,0.0,0.0,89,100,-11.3,11.6,-11.3,11.6,-4.5,23.9,-5.8,21.6,1,100,0,0,10.0,6.0,24.8,39.9,0.0,,,0,2025-02-20
1740110400,2025-02-20 23:00,-4.6,23.7,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",14.5,23.4,316,NW,1017.0,30.03,0.0,0.0,0.0,71,100,-11.6,11.2,-11.6,11.2,-4.6,23.7,-9.2,15.5,0,0,0,0,10.0,6.0,26.2,42.1,0.0,,,0,2025-02-20
1740114000,2025-02-21 00:00,-5.2,22.6,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",15.7,25.2,314,NW,1015.0,29.96,0.0,0.0,0.0,78,100,-12.7,9.2,-12.7,9.2,-5.2,22.6,-8.5,16.7,0,0,0,0,10.0,6.0,24.1,38.9,0.0,,,0,2025-02-21
1740117600,2025-02-21 01:00,-5.5,22.1,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",15.9,25.6,317,NW,1015.0,29.98,0.0,0.0,0.0,77,100,-13.0,8.6,-13.0,8.6,-5.5,22.1,-9.0,15.8,0,0,0,0,10.0,6.0,23.9,38.5,0.0,,,0,2025-02-21
1740121200,2025-02-21 02:00,-5.5,22.2,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",13.2,21.2,316,NW,1016.0,29.99,0.0,0.0,0.0,75,100,-12.3,9.8,-12.3,9.8,-5.5,22.2,-9.4,15.0,0,0,0,0,10.0,6.0,23.7,38.2,0.0,,,0,2025-02-21
1740124800,2025-02-21 03:00,-5.4,22.3,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",12.4,19.9,314,NW,1016.0,30.0,0.0,0.0,0.0,70,100,-12.0,10.3,-12.0,10.3,-5.4,22.3,-10.1,13.8,0,0,0,0,10.0,6.0,20.5,32.9,0.0,,,0,2025-02-21
1740128400,2025-02-21 04:00,-5.3,22.5,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",11.8,19.0,314,NW,1017.0,30.03,0.0,0.0,0.0,67,100,-11.8,10.9,-11.8,10.9,-5.3,22.5,-10.4,13.2,0,0,0,0,10.0,6.0,21.0,33.8,0.0,,,0,2025-02-21
1740132000,2025-02-21 05:00,-5.3,22.5,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",11.9,19.1,314,NW,1017.0,30.05,0.0,0.0,0.0,65,100,-11.7,10.9,-11.7,10.9,-5.3,22.5,-10.8,12.6,0,0,0,0,10.0,6.0,21.3,34.3,0.0,,,0,2025-02-21
1740135600,2025-02-21 06:00,-5.3,22.5,0,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/119.png', 'code': 1006}",12.3,19.8,312,NW,1018.0,30.07,0.0,0.0,0.0,65,66,-11.9,10.7,-11.9,10.7,-5.3,22.5,-10.7,12.7,0,0,0,0,10.0,6.0,21.5,34.6,0.0,,,0,2025-02-21
1740139200,2025-02-21 07:00,-5.3,22.5,1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",13.0,20.8,309,NW,1019.0,30.1,0.0,0.0,0.0,66,49,-12.1,10.3,-12.1,10.3,-5.3,22.5,-10.7,12.8,0,0,0,0,10.0,6.0,21.4,34.4,2.0,,,0,2025-02-21
1740142800,2025-02-21 08:00,-3.9,24.9,1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",13.0,20.9,308,NW,1020.0,30.13,0.0,0.0,0.0,66,33,-10.4,13.4,-10.4,13.4,-3.9,24.9,-10.6,12.8,0,0,0,0,10.0,6.0,24.0,38.6,2.0,,,0,2025-02-21
1740146400,2025-02-21 09:00,-2.6,27.3,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",15.9,25.6,310,NW,1021.0,30.14,0.0,0.0,0.0,62,16,-9.3,15.2,-9.3,15.2,-2.6,27.3,-8.8,16.2,0,0,0,0,10.0,6.0,24.5,39.4,2.0,,,0,2025-02-21
1740150000,2025-02-21 10:00,-1.2,29.8,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",14.4,23.2,313,NW,1020.0,30.13,0.0,0.0,0.0,61,8,-7.3,18.9,-7.3,18.9,-1.2,29.8,-7.8,17.9,0,0,0,0,10.0,6.0,28.6,46.0,2.0,,,0,2025-02-21
1740153600,2025-02-21 11:00,0.1,32.1,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",14.5,23.3,314,NW,1021.0,30.15,0.0,0.0,0.0,59,0,-5.6,21.8,-5.6,21.8,0.1,32.1,-6.9,19.6,0,0,0,0,10.0,6.0,25.5,41.1,2.0,,,0,2025-02-21
1740157200,2025-02-21 12:00,1.0,33.8,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",14.8,23.8,316,NW,1021.0,30.16,0.0,0.0,0.0,56,0,-4.5,24.0,-4.5,24.0,1.0,33.8,-6.4,20.5,0,0,0,0,10.0,6.0,25.0,40.2,2.0,,,0,2025-02-21
1740160800,2025-02-21 13:00,0.8,33.4,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",15.5,24.9,317,NW,1021.0,30.16,0.0,0.0,0.0,55,0,-4.9,23.1,-4.9,23.1,0.8,33.4,-6.1,21.0,0,0,0,0,10.0,6.0,25.8,41.5,2.0,,,0,2025-02-21
1740164400,2025-02-21 14:00,0.9,33.6,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",15.4,24.8,318,NW,1022.0,30.17,0.0,0.0,0.0,53,0,-4.8,23.4,-4.8,23.4,0.9,33.6,-5.9,21.4,0,0,0,0,10.0,6.0,28.1,45.2,2.0,,,0,2025-02-21
1740168000,2025-02-21 15:00,0.6,33.0,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",15.5,25.0,317,NW,1022.0,30.19,0.0,0.0,0.0,53,0,-5.2,22.6,-5.2,22.6,0.6,33.0,-6.4,20.5,0,0,0,0,10.0,6.0,25.8,41.5,2.0,,,0,2025-02-21
1740171600,2025-02-21 16:00,-0.0,32.0,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",16.8,27.0,315,NW,1023.0,30.2,0.0,0.0,0.0,53,0,-6.2,20.9,-6.2,20.9,-0.0,32.0,-6.7,20.0,0,0,0,0,10.0,6.0,27.4,44.1,2.0,,,0,2025-02-21
1740175200,2025-02-21 17:00,-1.5,29.3,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",13.8,22.2,314,NW,1024.0,30.23,0.0,0.0,0.0,53,0,-7.5,18.6,-7.5,18.6,-1.5,29.3,-6.9,19.5,0,0,0,0,10.0,6.0,24.5,39.4,2.0,,,0,2025-02-21
1740178800,2025-02-21 18:00,-2.8,27.0,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",12.8,20.6,313,NW,1024.0,30.25,0.0,0.0,0.0,55,0,-8.9,16.1,-8.9,16.1,-2.8,27.0,-9.1,15.6,0,0,0,0,10.0,6.0,20.8,33.4,0.0,,,0,2025-02-21
1740182400,2025-02-21 19:00,-3.8,25.1,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",12.3,19.9,312,NW,1026.0,30.29,0.0,0.0,0.0,57,0,-10.0,13.9,-10.0,13.9,-3.8,25.1,-10.2,13.7,0,0,0,0,10.0,6.0,20.5,33.0,0.0,,,0,2025-02-21
1740186000,2025-02-21 20:00,-3.8,25.2,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",12.9,20.7,313,NW,1026.0,30.29,0.0,0.0,0.0,58,0,-10.2,13.7,-10.2,13.7,-3.8,25.2,-11.2,11.8,0,0,0,0,10.0,6.0,20.4,32.9,0.0,,,0,2025-02-21
1740189600,2025-02-21 21:00,-4.5,23.9,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",13.0,21.0,315,NW,1027.0,30.32,0.0,0.0,0.0,61,0,-11.1,12.1,-11.1,12.1,-4.5,23.9,-11.3,11.7,0,0,0,0,10.0,6.0,19.9,32.1,0.0,,,0,2025-02-21
1740193200,2025-02-21 22:00,-4.7,23.5,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",12.5,20.1,318,NW,1027.0,30.34,0.0,0.0,0.0,62,0,-11.2,11.8,-11.2,11.8,-4.7,23.5,-11.3,11.7,0,0,0,0,10.0,6.0,19.3,31.0,0.0,,,0,2025-02-21
1740196800,2025-02-21 23:00,-5.2,22.6,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",11.9,19.2,319,NW,1027.0,30.33,0.0,0.0,0.0,82,100,-11.7,10.9,-11.7,10.9,-5.2,22.6,-7.6,18.3,0,0,0,0,10.0,6.0,18.6,30.0,0.0,,,0,2025-02-21
1740200400,2025-02-22 00:00,-5.5,22.1,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",11.4,18.4,318,NW,1028.0,30.37,0.0,0.0,0.0,66,0,-11.9,10.6,-11.9,10.6,-5.5,22.1,-11.1,12.0,0,0,0,0,10.0,6.0,18.3,29.5,0.0,,,0,2025-02-22
1740204000,2025-02-22 01:00,-5.8,21.5,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.5,16.9,317,NW,1029.0,30.37,0.0,0.0,0.0,67,0,-12.0,10.5,-12.0,10.5,-5.8,21.5,-11.1,12.0,0,0,0,0,10.0,6.0,17.0,27.4,0.0,,,0,2025-02-22
1740207600,2025-02-22 02:00,-6.0,21.3,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",9.8,15.7,315,NW,1029.0,30.38,0.0,0.0,0.0,68,0,-11.9,10.6,-11.9,10.6,-6.0,21.3,-11.1,12.0,0,0,0,0,10.0,6.0,16.7,26.9,0.0,,,0,2025-02-22
1740211200,2025-02-22 03:00,-6.0,21.2,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",8.7,14.1,312,NW,1029.0,30.38,0.0,0.0,0.0,70,0,-11.6,11.1,-11.6,11.1,-6.0,21.2,-10.7,12.7,0,0,0,0,10.0,6.0,15.6,25.2,0.0,,,0,2025-02-22
1740214800,2025-02-22 04:00,-6.1,21.1,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",8.4,13.4,309,NW,1029.0,30.38,0.0,0.0,0.0,71,0,-11.5,11.3,-11.5,11.3,-6.1,21.1,-10.5,13.1,0,0,0,0,10.0,6.0,15.9,25.6,0.0,,,0,2025-02-22
1740218400,2025-02-22 05:00,-6.2,20.8,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",7.8,12.6,310,NW,1029.0,30.38,0.0,0.0,0.0,72,0,-11.5,11.4,-11.5,11.4,-6.2,20.8,-10.3,13.4,0,0,0,0,10.0,6.0,13.2,21.3,0.0,,,0,2025-02-22
1740222000,2025-02-22 06:00,-6.3,20.6,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",7.1,11.4,310,NW,1029.0,30.39,0.0,0.0,0.0,74,0,-11.3,11.6,-11.3,11.6,-6.3,20.6,-10.1,13.8,0,0,0,0,10.0,6.0,11.7,18.8,0.0,,,0,2025-02-22
1740225600,2025-02-22 07:00,-6.5,20.4,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",6.8,11.0,304,NW,1029.0,30.4,0.0,0.0,0.0,76,0,-11.4,11.6,-11.4,11.6,-6.5,20.4,-10.0,14.0,0,0,0,0,10.0,6.0,10.7,17.2,2.0,,,0,2025-02-22
1740229200,2025-02-22 08:00,-5.4,22.3,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",6.5,10.4,300,WNW,1030.0,30.4,0.0,0.0,0.0,77,0,-9.9,14.2,-9.9,14.2,-5.4,22.3,-9.9,14.1,0,0,0,0,10.0,6.0,13.2,21.3,2.0,,,0,2025-02-22
1740232800,2025-02-22 09:00,-4.3,24.3,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",7.1,11.4,297,WNW,1030.0,30.4,0.0,0.0,0.0,70,0,-8.8,16.2,-8.8,16.2,-4.3,24.3,-9.0,15.9,0,0,0,0,10.0,6.0,13.8,22.1,2.0,,,0,2025-02-22
1740236400,2025-02-22 10:00,-3.1,26.4,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",7.1,11.5,297,WNW,1030.0,30.4,0.0,0.0,0.0,67,0,-7.5,18.6,-7.5,18.6,-3.1,26.4,-8.5,16.8,0,0,0,0,10.0,6.0,12.9,20.7,2.0,,,0,2025-02-22
1740240000,2025-02-22 11:00,-0.6,30.8,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",6.9,11.1,297,WNW,1030.0,30.4,0.0,0.0,0.0,63,0,-4.4,24.2,-4.4,24.2,-0.6,30.8,-8.0,17.7,0,0,0,0,10.0,6.0,11.7,18.9,2.0,,,0,2025-02-22
1740243600,2025-02-22 12:00,0.5,33.0,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",6.0,9.6,294,WNW,1028.0,30.37,0.0,0.0,0.0,60,0,-2.6,27.3,-2.6,27.3,0.5,33.0,-7.1,19.3,0,0,0,0,10.0,6.0,12.2,19.6,2.0,,,0,2025-02-22
1740247200,2025-02-22 13:00,1.5,34.8,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",7.6,12.2,281,WNW,1028.0,30.35,0.0,0.0,0.0,58,0,-2.0,28.4,-2.0,28.4,1.5,34.8,-6.6,20.1,0,0,0,0,10.0,6.0,9.0,14.5,2.0,,,0,2025-02-22
1740250800,2025-02-22 14:00,2.1,35.7,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",7.8,12.6,267,W,1027.0,30.33,0.0,0.0,0.0,56,0,-1.4,29.4,-1.4,29.4,2.1,35.7,-6.2,20.9,0,0,0,0,10.0,6.0,12.3,19.8,2.0,,,0,2025-02-22
1740254400,2025-02-22 15:00,2.4,36.3,1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",8.1,13.0,255,WSW,1026.0,30.29,0.0,0.0,0.0,54,49,-1.1,30.0,-1.1,30.0,2.4,36.3,-6.7,19.9,0,0,0,0,10.0,6.0,13.1,21.0,2.0,,,0,2025-02-22
1740258000,2025-02-22 16:00,2.6,36.6,1,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",7.8,12.6,251,WSW,1025.0,30.27,0.0,0.0,0.0,53,74,-0.8,30.6,-0.8,30.6,2.6,36.6,-7.0,19.4,0,0,0,0,10.0,6.0,13.0,20.9,1.0,,,0,2025-02-22
1740261600,2025-02-22 17:00,1.2,34.1,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",7.6,12.2,239,WSW,1025.0,30.26,0.0,0.0,0.0,52,98,-2.4,27.6,-2.4,27.6,1.2,34.1,-7.3,18.9,0,0,0,0,10.0,6.0,11.4,18.4,1.0,,,0,2025-02-22
1740265200,2025-02-22 18:00,0.9,33.6,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",7.2,11.5,231,SW,1024.0,30.25,0.0,0.0,0.0,57,99,-2.7,27.2,-2.7,27.2,0.9,33.6,-6.7,20.0,0,0,0,0,10.0,6.0,11.8,19.0,0.0,,,0,2025-02-22
1740268800,2025-02-22 19:00,0.5,33.0,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",6.7,10.8,227,SW,1024.0,30.25,0.0,0.0,0.0,60,100,-2.9,26.8,-2.9,26.8,0.5,33.0,-6.4,20.6,0,0,0,0,10.0,6.0,12.0,19.3,0.0,,,0,2025-02-22
1740272400,2025-02-22 20:00,0.2,32.3,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",7.2,11.5,230,SW,1024.0,30.25,0.0,0.0,0.0,63,100,-3.5,25.8,-3.5,25.8,0.2,32.3,-6.1,21.1,0,0,0,0,10.0,6.0,12.6,20.3,0.0,,,0,2025-02-22
1740276000,2025-02-22 21:00,-0.1,31.9,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",8.1,13.0,238,WSW,1024.0,30.24,0.0,0.0,0.0,67,100,-4.1,24.6,-4.1,24.6,-0.1,31.9,-5.6,21.9,0,0,0,0,10.0,6.0,13.4,21.6,0.0,,,0,2025-02-22
1740279600,2025-02-22 22:00,-1.5,29.2,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",6.9,11.2,245,WSW,1024.0,30.24,0.0,0.0,0.0,68,100,-5.5,22.2,-5.5,22.2,-1.5,29.2,-5.4,22.3,0,0,0,0,10.0,6.0,11.7,18.9,0.0,,,0,2025-02-22
