time_epoch,time,temp_c,temp_f,is_day,condition,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,snow_cm,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,uv,condition_text,condition_icon,condition_code,date,open,high,low,close,volume
1744923600,2025-04-17 17:00:00,14.9,58.8,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",11.2,18.1,301,WNW,1018.0,30.05,0.0,0.0,0.0,30,0,13.7,56.6,13.7,56.6,14.9,58.8,-1.0,30.2,0,0,0,0,10.0,6.0,18.9,30.5,4.0,,,0,2025-04-17,237.8763,238.6908,237.2108,237.4592,1028
1744927200,2025-04-17 18:00:00,13.6,56.5,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",10.1,16.3,304,NW,1018.0,30.07,0.0,0.0,0.0,38,0,12.3,54.1,12.3,54.1,13.6,56.5,-0.6,31.0,0,0,0,0,10.0,6.0,18.4,29.6,4.0,,,0,2025-04-17,238.6908,238.6908,237.2108,238.1843,498384
1744930800,2025-04-17 19:00:00,12.3,54.2,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",7.1,11.4,307,NW,1019.0,30.08,0.0,0.0,0.0,42,0,11.2,52.1,11.2,52.1,12.3,54.2,-0.4,31.3,0,0,0,0,10.0,6.0,14.1,22.7,4.0,,,0,2025-04-17,237.2108,238.1843,234.7074,237.2307,505465
1745222400,2025-04-21 04:00:00,9.2,48.6,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.6,9.0,46,NE,1027.0,30.32,0.0,0.0,0.0,53,22,7.9,46.2,7.9,46.2,9.2,48.6,1.1,34.0,0,0,0,0,10.0,6.0,7.9,12.8,0.0,,,0,2025-04-21,237.2108,237.2108,235.4626,236.1281,206
1745226000,2025-04-21 05:00:00,9.0,48.2,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",4.5,7.2,50,NE,1027.0,30.32,0.0,0.0,0.0,53,9,8.0,46.4,8.0,46.4,9.0,48.2,0.8,33.4,0,0,0,0,10.0,6.0,6.4,10.3,0.0,,,0,2025-04-21,236.1281,236.8234,235.9096,235.999,314
1745229600,2025-04-21 06:00:00,8.6,47.6,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",4.0,6.5,72,ENE,1027.0,30.33,0.0,0.0,0.0,51,19,7.8,46.0,7.8,46.0,8.6,47.6,0.5,33.0,0,0,0,0,10.0,6.0,5.7,9.2,0.0,,,0,2025-04-21,236.1182,236.8135,235.9394,236.3367,112
1745233200,2025-04-21 07:00:00,8.9,48.0,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",4.7,7.6,90,E,1027.0,30.34,0.0,0.0,0.0,49,23,7.8,46.1,7.8,46.1,8.9,48.0,0.3,32.5,0,0,0,0,10.0,6.0,6.5,10.5,3.0,,,0,2025-04-21,236.3963,236.3963,234.9163,234.9163,1172
1745236800,2025-04-21 08:00:00,10.4,50.7,1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",5.6,9.0,124,SE,1028.0,30.34,0.0,0.0,0.0,48,28,9.3,48.7,9.3,48.7,10.4,50.7,-0.4,31.3,0,0,0,0,10.0,6.0,7.3,11.8,4.0,,,0,2025-04-21,235.7805,237.2108,233.4263,235.3633,1520
1745240400,2025-04-21 09:00:00,10.7,51.3,1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",7.2,11.5,147,SSE,1027.0,30.34,0.0,0.0,0.0,46,50,9.3,48.7,9.3,48.7,10.7,51.3,-0.3,31.5,0,0,0,0,10.0,6.0,8.9,14.3,4.0,,,0,2025-04-21,235.1845,239.1925,233.5753,237.9906,458146
1745244000,2025-04-21 10:00:00,11.1,52.0,1,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",8.1,13.0,157,SSE,1027.0,30.34,0.0,0.0,0.0,45,62,9.6,49.2,9.6,49.2,11.1,52.0,-0.2,31.7,0,0,0,0,10.0,6.0,13.4,21.5,3.0,,,0,2025-04-21,237.7969,237.8664,235.2838,235.4129,408545
1745247600,2025-04-21 11:00:00,11.2,52.2,1,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",9.4,15.1,156,SSE,1027.0,30.34,0.0,0.0,0.0,45,73,9.4,48.9,9.4,48.9,11.2,52.2,-0.1,31.8,0,0,0,0,10.0,6.0,14.9,24.0,3.0,,,0,2025-04-21,235.4179,235.8003,231.9265,232.284,547817
1745251200,2025-04-21 12:00:00,11.2,52.2,1,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",9.8,15.8,160,SSE,1026.0,30.31,0.0,0.0,0.0,45,84,9.3,48.8,9.3,48.8,11.2,52.2,-0.2,31.6,0,0,0,0,10.0,6.0,18.5,29.8,3.0,,,0,2025-04-21,232.3536,233.7442,232.284,232.9809,356895
1745254800,2025-04-21 13:00:00,11.2,52.1,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",9.8,15.8,153,SSE,1026.0,30.29,0.0,0.0,0.0,45,90,9.2,48.6,9.2,48.6,11.2,52.1,-0.2,31.6,0,0,0,0,10.0,6.0,19.7,31.8,3.0,,,0,2025-04-21,232.9694,233.2854,231.534,231.847,460737
1745258400,2025-04-21 14:00:00,12.4,54.3,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",11.0,17.6,159,SSE,1025.0,30.28,0.0,0.0,0.0,45,95,10.6,51.1,10.6,51.1,12.4,54.3,0.2,32.3,0,0,0,0,10.0,6.0,20.4,32.9,3.0,,,0,2025-04-21,231.7775,233.0985,231.3702,232.4032,682323
1745262000,2025-04-21 15:00:00,11.2,52.2,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",11.6,18.7,154,SSE,1024.0,30.24,0.0,0.0,0.0,50,98,9.0,48.2,9.0,48.2,11.2,52.2,1.2,34.2,0,0,0,0,10.0,6.0,20.9,33.7,3.0,,,0,2025-04-21,232.3933,235.4328,232.3933,234.6779,1383016
1745265600,2025-04-21 16:00:00,11.3,52.3,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",13.2,21.2,154,SSE,1023.0,30.21,0.0,0.0,0.0,53,99,8.9,47.9,8.9,47.9,11.3,52.3,2.0,35.6,0,0,0,0,10.0,6.0,19.4,31.2,3.0,,,0,2025-04-21,234.6779,240.1609,232.433,234.519,1928880
1745269200,2025-04-21 17:00:00,10.8,51.5,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",11.2,17.9,158,SSE,1022.0,30.19,0.0,0.0,0.0,56,100,8.6,47.5,8.6,47.5,10.8,51.5,2.8,37.0,0,0,0,0,10.0,6.0,19.9,32.1,3.0,,,0,2025-04-21,234.9163,234.9163,234.2431,234.9064,462
1745272800,2025-04-21 18:00:00,10.4,50.7,1,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",10.6,17.1,165,SSE,1022.0,30.18,0.0,0.0,0.0,67,82,8.2,46.7,8.2,46.7,10.4,50.7,4.4,39.9,0,0,0,0,10.0,6.0,18.4,29.6,3.0,,,0,2025-04-21,234.9064,234.9163,234.221,234.6382,597945
1745276400,2025-04-21 19:00:00,9.9,49.9,1,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",9.7,15.7,167,SSE,1022.0,30.17,0.0,0.0,0.0,73,73,7.8,46.0,7.8,46.0,9.9,49.9,5.2,41.4,0,0,0,0,10.0,6.0,17.6,28.4,2.0,,,0,2025-04-21,234.6382,235.4129,234.4892,234.4991,597057
1745308800,2025-04-22 04:00:00,10.5,51.0,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",3.8,6.1,163,SSE,1014.0,29.95,0.0,0.0,0.0,97,100,10.1,50.1,10.1,50.1,10.5,51.0,10.1,50.1,0,0,0,0,10.0,6.0,6.0,9.7,0.0,,,0,2025-04-22,237.032,237.2009,235.7209,236.0785,217
1745312400,2025-04-22 05:00:00,11.0,51.7,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",3.4,5.4,177,S,1014.0,29.94,0.0,0.0,0.0,97,100,10.7,51.3,10.7,51.3,11.0,51.7,10.3,50.5,0,0,0,0,10.0,6.0,5.5,8.8,0.0,,,0,2025-04-22,235.9295,236.3169,235.9295,236.1977,56
1745316000,2025-04-22 06:00:00,11.4,52.4,0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",3.8,6.1,192,SSW,1014.0,29.94,0.0,0.0,0.0,94,100,11.0,51.8,11.0,51.8,11.4,52.4,10.5,50.8,0,0,0,0,10.0,6.0,6.3,10.2,0.0,,,0,2025-04-22,236.1977,236.2076,236.1083,236.1778,32
1745319600,2025-04-22 07:00:00,11.7,53.1,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",4.5,7.2,210,SSW,1014.0,29.95,0.0,0.0,0.0,93,100,11.2,52.1,11.2,52.1,11.7,53.1,10.6,51.0,0,0,0,0,2.0,1.0,7.3,11.7,3.0,,,0,2025-04-22,236.1083,236.4658,235.5818,236.4261,587
1745323200,2025-04-22 08:00:00,13.3,55.9,1,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",7.6,12.2,259,W,1014.0,29.95,0.0,0.0,0.0,91,100,12.3,54.1,12.3,54.1,13.3,55.9,10.7,51.2,0,0,0,0,10.0,6.0,11.2,18.1,3.0,,,0,2025-04-22,236.1778,238.3631,234.4196,236.9526,4508
1745326800,2025-04-22 09:00:00,14.8,58.6,1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",4.4,7.0,265,W,1015.0,29.96,0.0,0.0,0.0,81,53,14.8,58.6,14.8,58.6,14.8,58.6,11.4,52.6,0,0,0,0,10.0,6.0,11.4,18.4,4.0,,,0,2025-04-22,236.9327,239.3862,235.7109,239.2372,380993
1745330400,2025-04-22 10:00:00,17.5,63.5,1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",5.3,8.5,257,WSW,1015.0,29.97,0.0,0.0,0.0,76,30,17.5,63.5,17.5,63.5,17.5,63.5,12.6,54.6,0,0,0,0,10.0,6.0,12.6,20.3,5.0,,,0,2025-04-22,239.3099,240.5285,239.2372,240.0864,567442
1745334000,2025-04-22 11:00:00,20.2,68.4,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",7.1,11.5,249,WSW,1015.0,29.97,0.0,0.0,0.0,71,7,20.2,68.4,20.2,68.4,20.2,68.4,12.7,54.9,0,0,0,0,10.0,6.0,13.8,22.2,6.0,,,0,2025-04-22,240.0864,240.3397,238.8696,239.925,373555
1745337600,2025-04-22 12:00:00,22.5,72.5,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",9.8,15.8,253,WSW,1014.0,29.96,0.0,0.0,0.0,60,4,24.7,76.5,22.5,72.5,24.7,76.5,11.4,52.6,0,0,0,0,10.0,6.0,17.0,27.3,6.0,,,0,2025-04-22,239.9672,241.0152,239.5327,240.305,351709
1745341200,2025-04-22 13:00:00,23.9,75.0,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",11.5,18.6,262,W,1014.0,29.95,0.0,0.0,0.0,54,2,25.3,77.5,23.9,75.0,25.3,77.5,11.0,51.8,0,0,0,0,10.0,6.0,19.8,31.9,6.0,,,0,2025-04-22,240.2901,240.5781,236.8433,237.4045,376515
1745344800,2025-04-22 14:00:00,25.0,76.9,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",11.9,19.1,262,W,1014.0,29.94,0.0,0.0,0.0,49,1,25.8,78.4,25.0,76.9,25.8,78.4,11.1,52.0,0,0,0,0,10.0,6.0,20.2,32.5,6.0,,,0,2025-04-22,237.33,239.0584,237.2108,238.8918,387860
1745348400,2025-04-22 15:00:00,25.6,78.1,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",12.2,19.6,260,W,1014.0,29.94,0.0,0.0,0.0,45,1,26.1,78.9,25.6,78.1,26.1,78.9,9.8,49.6,0,0,0,0,10.0,6.0,20.8,33.5,7.0,,,0,2025-04-22,238.8994,239.8828,237.9856,239.3365,908541
1745352000,2025-04-22 16:00:00,25.7,78.3,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",11.4,18.3,268,W,1014.0,29.94,0.0,0.0,0.0,44,0,26.1,78.9,25.7,78.3,26.1,78.9,9.2,48.6,0,0,0,0,10.0,6.0,20.7,33.3,7.0,,,0,2025-04-22,239.3266,240.2608,236.4063,239.8033,1973984
1745355600,2025-04-22 17:00:00,24.8,76.7,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",10.2,16.4,270,W,1014.0,29.93,0.0,0.0,0.0,42,0,25.4,77.6,24.8,76.7,25.4,77.6,8.4,47.0,0,0,0,0,10.0,6.0,17.1,27.5,6.0,,,0,2025-04-22,239.8132,242.9472,239.1875,241.8098,3307
1745359200,2025-04-22 18:00:00,24.8,76.6,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",11.1,17.8,272,W,1015.0,29.97,0.0,0.0,0.0,48,0,25.6,78.1,24.8,76.6,25.6,78.1,4.7,40.4,0,0,0,0,10.0,6.0,18.1,29.1,6.0,,,0,2025-04-22,241.4721,242.8528,239.2868,242.1773,552875
1745362800,2025-04-22 19:00:00,21.7,71.1,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",11.2,18.0,265,W,1015.0,29.98,0.0,0.0,0.0,51,0,21.7,71.1,21.7,71.1,24.4,75.9,6.8,44.3,0,0,0,0,10.0,6.0,19.6,31.5,6.0,,,0,2025-04-22,239.2868,242.5548,239.2868,242.1078,553119
1745395200,2025-04-23 04:00:00,11.6,52.9,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.3,16.6,328,NNW,1022.0,30.17,0.0,0.0,0.0,62,2,9.8,49.6,9.8,49.6,11.6,52.9,4.5,40.1,0,0,0,0,10.0,6.0,14.3,23.0,0.0,,,0,2025-04-23,243.3594,243.4388,241.8694,242.8627,1389
1745398800,2025-04-23 05:00:00,11.4,52.5,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",7.4,11.9,329,NNW,1022.0,30.19,0.0,0.0,0.0,63,1,10.0,50.0,10.0,50.0,11.4,52.5,4.1,39.4,0,0,0,0,10.0,6.0,13.6,21.9,0.0,,,0,2025-04-23,242.8627,244.2434,242.8627,243.866,1793
1745402400,2025-04-23 06:00:00,11.3,52.4,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.6,9.1,327,NNW,1023.0,30.22,0.0,0.0,0.0,61,9,10.3,50.6,10.3,50.6,11.3,52.4,3.9,39.0,0,0,0,0,10.0,6.0,12.0,19.3,0.0,,,0,2025-04-23,243.8759,244.4222,242.8429,243.717,2544
1745406000,2025-04-23 07:00:00,11.4,52.4,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",5.9,9.5,325,NW,1024.0,30.23,0.0,0.0,0.0,60,13,10.3,50.6,10.3,50.6,11.4,52.4,3.8,38.8,0,0,0,0,10.0,6.0,9.4,15.1,4.0,,,0,2025-04-23,243.8064,244.9586,243.419,243.9454,4378
1745409600,2025-04-23 08:00:00,12.7,54.9,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",6.3,10.2,330,NNW,1024.0,30.25,0.0,0.0,0.0,59,17,11.8,53.3,11.8,53.3,12.7,54.9,3.7,38.7,0,0,0,0,10.0,6.0,10.4,16.8,4.0,,,0,2025-04-23,244.6209,245.8414,224.2681,244.899,5769
1745413200,2025-04-23 09:00:00,14.0,57.3,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",6.6,10.6,333,NNW,1025.0,30.26,0.0,0.0,0.0,50,10,13.4,56.1,13.4,56.1,14.0,57.3,3.6,38.5,0,0,0,0,10.0,6.0,12.3,19.7,4.0,,,0,2025-04-23,244.75,247.3028,244.0249,246.6273,677670
1745416800,2025-04-23 10:00:00,15.4,59.7,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",6.1,9.8,334,NNW,1025.0,30.27,0.0,0.0,0.0,46,7,15.4,59.7,15.4,59.7,15.4,59.7,3.6,38.5,0,0,0,0,10.0,6.0,10.6,17.0,5.0,,,0,2025-04-23,246.7366,247.6703,244.015,245.5049,767883
1745420400,2025-04-23 11:00:00,17.4,63.3,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",5.7,9.1,330,NNW,1025.0,30.27,0.0,0.0,0.0,41,3,17.4,63.3,17.4,63.3,17.4,63.3,3.6,38.4,0,0,0,0,10.0,6.0,9.8,15.7,5.0,,,0,2025-04-23,245.5645,246.1506,242.4058,243.5878,861868
1745424000,2025-04-23 12:00:00,19.1,66.4,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",5.5,8.8,322,NW,1025.0,30.26,0.0,0.0,0.0,37,2,19.1,66.4,19.1,66.4,19.1,66.4,4.2,39.6,0,0,0,0,10.0,6.0,9.3,14.9,5.0,,,0,2025-04-23,243.7269,244.0646,242.0283,243.9637,493034
1745427600,2025-04-23 13:00:00,20.7,69.2,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",6.3,10.1,317,NW,1024.0,30.25,0.0,0.0,0.0,35,1,20.7,69.2,20.7,69.2,20.7,69.2,4.6,40.2,0,0,0,0,10.0,6.0,10.3,16.6,6.0,,,0,2025-04-23,243.9554,244.0646,242.2568,242.9323,478024
1745431200,2025-04-23 14:00:00,21.9,71.4,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",7.2,11.6,319,NW,1024.0,30.24,0.0,0.0,0.0,32,0,21.9,71.4,21.9,71.4,23.5,74.2,4.9,40.8,0,0,0,0,10.0,6.0,13.6,21.9,6.0,,,0,2025-04-23,242.8429,244.0693,242.3189,243.6194,757891
1745434800,2025-04-23 15:00:00,22.8,73.0,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",7.5,12.1,324,NW,1023.0,30.22,0.0,0.0,0.0,34,0,23.9,74.9,22.8,73.0,23.9,74.9,6.3,43.3,0,0,0,0,10.0,6.0,13.8,22.2,6.0,,,0,2025-04-23,243.6077,244.6308,242.1674,243.568,1634168
1745438400,2025-04-23 16:00:00,23.4,74.2,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",9.8,15.8,324,NW,1023.0,30.21,0.0,0.0,0.0,34,0,24.2,75.5,23.4,74.2,24.2,75.5,6.9,44.5,0,0,0,0,10.0,6.0,14.0,22.5,6.0,,,0,2025-04-23,243.568,259.2522,228.7584,231.7377,3189822
1745442000,2025-04-23 17:00:00,23.6,74.4,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",8.7,14.0,326,NNW,1023.0,30.2,0.0,0.0,0.0,35,0,24.3,75.7,23.6,74.4,24.3,75.7,5.7,42.3,0,0,0,0,10.0,6.0,14.6,23.4,6.0,,,0,2025-04-23,231.7377,232.3337,227.1487,228.9565,224648
1745445600,2025-04-23 18:00:00,22.2,71.9,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",7.8,12.6,320,NW,1023.0,30.22,0.0,0.0,0.0,51,0,24.5,76.1,22.2,71.9,24.5,76.1,6.5,43.7,0,0,0,0,10.0,6.0,17.3,27.9,6.0,,,0,2025-04-23,228.9565,243.8362,227.1685,228.1022,737492
